,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
6546,Winterwolf,0.121,0.932,6,-9.368,1,0.0766,1.69e-05,0.798,0.654,0.205,171.909,238903,4,55.56422,8,0
1113,Counting Crows,0.554,0.927,7,-3.641,1,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613,4,27.5788,9,1
8319,Mon Cote Punk,0.543,0.958,4,-4.151,0,0.148,0.131,0.0,0.257,0.581,102.224,159840,4,77.18059,5,0
275,Faith Hill,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067,4,26.1471,12,1
9828,Poison Idea,0.206,0.997,11,-3.553,1,0.23,9.86e-05,0.00118,0.326,0.0404,111.201,135147,4,68.17906,5,0
4596,Tim McGraw,0.517,0.608,10,-7.206,1,0.0265,0.0924,0.0,0.0707,0.506,62.65,276400,5,68.51363,10,1
6738,Lupe Fiasco Featuring Skylar Grey,0.445,0.928,10,-3.532,0,0.304,0.0746,0.0,0.343,0.37,107.576,256960,3,94.54006,7,1
10933,Banda Los Recoditos,0.729,0.507,0,-4.94,1,0.0486,0.698,0.0,0.26,0.961,154.926,181987,3,38.21645,8,0
4891,Lifehouse,0.467,0.893,1,-3.514,1,0.0556,0.00027,0.000147,0.0541,0.328,134.772,291600,4,34.89191,11,1
2197,Brad Paisley,0.448,0.824,2,-5.508,1,0.0478,0.294,3.81e-05,0.662,0.463,185.217,206720,4,32.33799,12,1
7551,Kudasaibeats,0.733,0.547,8,-5.464,1,0.203,0.301,0.00537,0.383,0.295,71.976,194220,4,95.56558,7,0
10599,Mighty Sparrow,0.598,0.834,5,-3.228,1,0.157,0.432,0.0,0.611,0.883,84.046,246039,4,41.253,11,0
12254,Mělník Philharmonic Orchestra,0.0934,0.188,10,-16.34,0,0.0399,0.94,0.903,0.116,0.0703,85.711,142339,3,28.01194,8,0
11915,Marshmello & Anne-Marie,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4,27.17521,10,1
3757,Junaid Jamshed,0.533,0.254,3,-10.747,1,0.0418,0.9,2.98e-05,0.116,0.411,75.922,384501,4,19.59132,19,0
11,Jason Aldean,0.491,0.776,2,-3.887,1,0.0393,0.314,0.0,0.146,0.428,154.988,202547,4,37.86861,9,1
11338,Cattle Decapitation,0.231,0.991,11,-4.075,1,0.162,3.81e-05,0.488,0.779,0.299,149.714,294347,4,34.52733,12,0
11456,Moneybagg Yo X Megan Thee Stallon,0.79,0.773,2,-3.904,1,0.317,0.00553,0.0,0.221,0.394,120.111,143958,5,26.37568,5,1
890,Nausea,0.454,0.925,6,-5.78,1,0.0727,0.000744,0.517,0.144,0.478,88.438,140240,4,74.4553,6,0
10416,The Velvet Underground,0.473,0.643,5,-11.077,1,0.0347,0.492,0.00135,0.711,0.321,142.245,414160,4,42.11903,11,0
3875,Jeremih,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.151,0.446,60.02,226507,4,108.98067,4,1
1106,Bloodbath,0.17,0.986,6,-4.397,1,0.12,1.43e-05,0.00335,0.0489,0.293,84.91,214173,3,71.27623,8,0
678,Aqua Timez,0.377,0.777,1,-3.784,1,0.0307,0.0422,0.0,0.118,0.519,87.808,293187,4,36.70331,12,0
8644,Rob De Nijs,0.629,0.692,7,-7.729,1,0.0442,0.319,1.78e-06,0.482,0.718,110.633,205000,4,43.73598,11,0
439,Bud Powell,0.552,0.171,2,-13.66,0,0.0544,0.955,0.877,0.122,0.152,102.4,244467,4,53.96447,11,0
10020,John Summit,0.859,0.873,11,-6.848,1,0.0405,0.00369,0.886,0.626,0.507,124.006,348387,4,62.91056,13,0
10513,Migos Featuring Gucci Mane,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,304041,4,66.77504,12,1
1208,Madonna,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,225973,4,44.55842,9,1
5506,Lege Artis,0.393,0.141,4,-17.822,0,0.0482,0.966,5.95e-05,0.104,0.0592,112.361,165047,3,26.98046,9,0
6230,Periphery,0.187,0.933,3,-5.889,1,0.125,0.00104,3.73e-05,0.158,0.353,84.92,333000,4,35.9782,8,0
11450,Olamide,0.855,0.805,7,-5.484,1,0.129,0.387,0.00154,0.0816,0.604,95.008,237513,4,32.26608,11,0
241,Kadri Gopalnath,0.722,0.686,6,-13.659,1,0.0398,0.313,0.589,0.328,0.962,119.88,358933,4,45.93453,19,0
10233,Sam Smith,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5,34.22193,10,1
7201,Slapstick,0.427,0.891,2,-7.341,1,0.107,1.31e-05,1.72e-05,0.271,0.505,144.933,112410,4,53.04736,6,0
10795,Taetre,0.164,0.927,1,-5.32,1,0.0624,3.23e-06,0.603,0.0895,0.24,183.484,278760,4,21.63801,14,0
1202,Lali Puna,0.732,0.47,7,-13.196,1,0.389,0.839,0.662,0.123,0.522,125.98,275413,4,27.51617,12,0
11144,Drake,0.832,0.427,8,-8.516,0,0.257,0.0474,0.0,0.101,0.369,99.935,217680,4,29.74609,13,1
6406,Tim O'Neill,0.302,0.0717,4,-18.865,1,0.0607,0.993,0.918,0.0817,0.182,172.716,290920,3,108.22794,15,0
5257,Parachute Band,0.463,0.284,0,-14.114,1,0.0285,0.771,4.43e-06,0.132,0.148,94.027,341658,4,29.16502,16,0
4654,Brad Paisley,0.6,0.44,0,-10.79,1,0.0291,0.332,0.0,0.148,0.381,80.334,247173,4,27.70678,9,1
8961,Shawn Mendes & Camila Cabello,0.68,0.766,9,-4.643,0,0.0937,0.113,0.0,0.158,0.739,113.919,223773,4,52.45065,8,1
1830,Jermaine Dupri Featuring Nate Dogg,0.907,0.66,9,-5.585,0,0.222,0.229,1.41e-06,0.326,0.833,97.009,188027,4,26.68027,9,1
10391,Leather Chalice,0.173,0.914,7,-7.542,0,0.0511,0.067,5.73e-05,0.0881,0.262,150.656,191589,4,52.7868,8,0
7548,Do,0.475,0.811,11,-4.499,0,0.0972,0.036,6.55e-06,0.532,0.682,199.984,233933,4,44.57664,12,0
2573,Christina Aguilera,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4,81.34526,7,1
8148,Adele,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,4,67.51716,7,1
4119,Harry Gregson-Williams,0.0707,0.207,2,-15.589,1,0.035,0.769,0.642,0.141,0.0377,63.539,192120,4,39.45539,7,0
10864,Ty Dolla $ign Featuring Future & Rae Sremmurd,0.897,0.642,2,-8.828,1,0.0534,0.0219,1.31e-06,0.159,0.291,127.984,285240,4,56.27973,10,1
9481,Shreya Ghoshal,0.743,0.921,3,-5.007,0,0.14,0.29,0.0068,0.0402,0.674,113.284,273256,3,27.42733,8,0
2458,Metal Carter,0.658,0.57,9,-7.724,0,0.758,0.166,0.0,0.111,0.54,80.884,322120,4,38.41073,13,0
2336,Baby Featuring Clipse,0.764,0.873,2,-6.21,1,0.291,0.0608,0.000363,0.0756,0.719,93.073,258067,4,42.47042,13,1
9104,Jeremih Featuring 50 Cent,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,228453,4,31.79075,10,1
839,Queens of the Stone Age,0.438,0.99,10,-3.89,0,0.108,0.0651,0.0222,0.359,0.452,131.306,214067,4,40.38426,9,0
5422,Steve Holy,0.669,0.861,2,-3.547,1,0.0929,0.0273,0.0,0.0586,0.72,133.82,220187,4,22.34716,10,1
4512,Countess,0.233,0.498,5,-11.579,1,0.0528,0.661,0.456,0.408,0.189,133.842,440040,4,47.92877,22,0
10276,Destruction,0.233,0.988,11,-8.211,1,0.0611,3.28e-05,0.961,0.453,0.304,93.654,182427,4,55.17719,7,0
11768,Hyper,0.327,0.853,2,-3.68,1,0.0568,0.00175,0.235,0.208,0.143,99.919,206400,4,58.69146,7,0
4462,Home Made Kazoku,0.767,0.861,10,-6.375,0,0.0431,0.0624,0.0,0.206,0.711,117.984,235413,4,90.38752,8,0
94,U2 & Green Day,0.315,0.81,4,-7.026,0,0.0468,0.0781,0.00321,0.152,0.118,152.116,201907,4,33.25761,11,1
12051,Fight The Fury,0.589,0.976,7,-3.024,1,0.0726,3.26e-05,0.189,0.248,0.356,121.982,226320,4,43.00971,9,0
3655,Glee Cast,0.473,0.604,7,-4.034,1,0.0337,0.038,0.0,0.103,0.271,123.857,232000,4,32.48745,12,1
3844,Jibbs Featuring Chamillionaire,0.774,0.778,1,-5.066,1,0.246,0.0207,0.0,0.237,0.514,77.992,275267,4,29.56954,12,1
10930,Anthem Lights,0.44,0.361,0,-5.115,1,0.0348,0.797,0.0,0.095,0.655,140.117,200319,1,60.10136,10,0
4734,Joey Fehrenbach,0.724,0.57,8,-10.184,0,0.0563,0.0511,0.851,0.0953,0.135,92.032,223053,4,24.03687,9,0
6239,Thomas Rhett Featuring Maren Morris,0.613,0.839,9,-3.799,0,0.0352,0.000854,0.0,0.341,0.526,104.975,223627,4,42.17193,10,1
3816,Los Straitjackets,0.667,0.894,9,-5.341,1,0.0318,0.626,7.17e-06,0.138,0.971,139.81,171093,4,31.10516,8,0
5097,Zac Efron & Vanessa Anne Hudgens,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360,4,40.01727,10,1
48,Jazkamer,0.168,0.808,7,-4.563,0,0.108,0.0329,0.964,0.331,0.0209,91.269,745600,3,76.55211,28,0
2114,Dixie Chicks,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,4,24.23904,15,1
2702,Jesper Kyd,0.375,0.344,2,-12.561,0,0.0335,0.81,0.776,0.0682,0.106,126.06,237900,4,27.22848,11,0
11478,Lil Wayne Featuring Big Sean,0.749,0.643,1,-5.537,1,0.257,0.00124,0.0,0.111,0.472,74.996,246560,4,26.12863,17,1
7532,B.o.B Featuring Hayley Williams,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,180480,4,30.56776,8,1
4915,Montgomery Gentry,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.553,97.555,256600,4,30.72744,11,1
10056,Murs,0.584,0.877,7,-5.596,1,0.3,0.305,0.0,0.438,0.701,87.927,159080,4,47.49659,8,0
1648,Midtown,0.574,0.925,0,-6.34,0,0.12,0.00362,0.000233,0.134,0.442,132.013,263227,4,42.95641,10,0
8512,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4,34.1161,9,1
9279,Calling from afar,0.316,0.945,11,-6.501,0,0.145,0.000142,0.00632,0.384,0.287,135.06,421191,4,47.14959,15,0
1851,Iron Maiden,0.467,0.949,4,-6.51,0,0.0656,0.000244,0.00062,0.164,0.528,95.054,359973,4,58.91449,16,0
9923,Ludacris Featuring Miguel,0.585,0.754,0,-5.231,1,0.237,0.295,3.23e-06,0.109,0.598,82.822,223440,4,28.028,8,1
2943,The Brian Jonestown Massacre,0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,334467,4,42.89345,11,0
694,Toby Keith,0.458,0.621,7,-4.553,1,0.0306,0.374,0.0,0.0999,0.34,145.904,239507,4,53.25203,11,1
931,Staind,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4,38.36981,11,1
5235,Craig Morgan,0.588,0.702,3,-5.295,1,0.0269,0.316,0.0,0.189,0.597,106.052,233653,4,36.99818,13,1
11041,STRFKR,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4,25.94972,11,0
2245,Hank Mobley,0.561,0.748,0,-8.175,0,0.0551,0.598,0.00315,0.216,0.777,121.714,417720,4,28.94837,18,0
6840,5 Seconds Of Summer,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.5e-05,0.0425,0.892,149.946,169936,4,36.16217,8,1
6282,Napalm Death,0.328,0.995,6,-3.674,1,0.235,7.93e-06,0.236,0.214,0.0381,172.243,170890,4,29.55073,11,0
6388,DJ Rashad,0.374,0.836,4,-7.503,1,0.0738,0.000115,0.737,0.346,0.0937,79.916,270815,4,19.51185,10,0
10363,Beyonce Featuring Jack White,0.614,0.686,9,-6.483,0,0.21,0.0105,1.36e-06,0.184,0.645,136.537,233667,4,39.16985,9,1
5385,No Doubt,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4,40.30652,7,1
6874,Michael Jackson Duet With Akon,0.606,0.72,1,-5.842,1,0.0374,0.191,0.0,0.108,0.381,90.017,212227,4,52.1639,9,1
652,Joe Nichols,0.562,0.754,5,-5.163,1,0.0392,0.0199,0.0,0.311,0.676,175.021,170960,4,39.71916,9,1
373,Babul Supriyo,0.58,0.551,9,-6.659,0,0.0459,0.00897,8.67e-05,0.0444,0.533,170.008,351973,4,23.33851,18,0
3749,Helltrain,0.489,0.992,7,-3.172,1,0.091,0.000272,0.0,0.398,0.154,97.494,242546,4,67.83231,7,0
1298,Mark Wills,0.627,0.451,11,-9.462,1,0.0275,0.174,0.0,0.0634,0.291,129.872,246493,4,66.04807,12,1
5674,Kenny Chesney,0.622,0.428,8,-10.146,1,0.0338,0.432,1.2e-05,0.119,0.229,77.127,244293,4,36.09434,13,1
7825,Synestesia,0.36,0.912,8,-4.539,1,0.0769,7.6e-06,0.379,0.88,0.154,108.873,287760,4,91.25678,9,0
5921,Lil Wayne Featuring XXXTENTACION,0.585,0.709,8,-6.072,1,0.319,0.409,0.0,0.183,0.21,111.913,249450,4,86.81431,8,1
3799,Baby Bash Featuring T-Pain,0.644,0.725,11,-4.622,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4,46.34699,9,1
4144,SCANDAL,0.366,0.871,4,-0.957,1,0.0597,0.0467,0.0,0.176,0.571,165.042,275333,4,37.22498,13,0
8792,Trey Songz,0.451,0.588,11,-7.973,0,0.2,0.0643,0.0,0.171,0.332,171.849,220373,4,63.04224,8,1
7744,Queen,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,28.92143,17,1
10380,Steve Roach,0.17,0.153,2,-27.477,1,0.0498,0.843,0.961,0.0916,0.0383,123.996,786440,3,28.44699,30,0
8138,MC HotDog,0.79,0.871,6,-5.26,0,0.188,0.0991,2.69e-05,0.189,0.688,127.011,233771,4,28.38088,8,0
7728,Showoff,0.459,0.887,4,-7.997,1,0.0644,0.00285,0.000134,0.431,0.739,110.0,146867,4,45.10106,7,0
4138,Santana Featuring Alex Band Or Chad Kroeger,0.495,0.894,10,-4.89,1,0.102,0.136,0.0,0.106,0.777,168.062,274360,4,40.01688,12,1
4269,Josh Gracin,0.493,0.679,6,-4.438,1,0.0337,0.227,0.0,0.32,0.448,160.106,238893,4,39.40361,12,1
1131,Dr. Know,0.253,0.954,4,-3.826,0,0.124,4.6e-05,0.677,0.128,0.33,116.845,301573,4,29.10722,17,0
6396,Fetty Wap Featuring Remy Boyz,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4,23.56527,14,1
7814,Justin Bieber Featuring Ludacris,0.728,0.86,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240,4,59.54858,8,1
5991,Thomas Bergersen,0.478,0.906,0,-6.781,0,0.0419,0.0962,0.919,0.115,0.59,140.021,136892,4,47.9351,6,0
8119,Justin Moore,0.626,0.805,7,-5.81,1,0.0449,0.0126,0.0,0.156,0.882,116.03,180720,4,55.71626,8,1
3122,Caribou,0.482,0.483,1,-11.049,0,0.03,0.694,0.415,0.0924,0.145,138.058,285707,4,41.36618,14,0
5353,Lemon Jelly,0.64,0.867,7,-7.93,1,0.0579,0.322,0.611,0.0688,0.413,174.711,322133,4,45.12149,8,0
2316,Nas Featuring will.i.am,0.758,0.74,0,-5.762,0,0.203,0.0155,0.0,0.229,0.619,110.831,225560,4,22.90289,6,1
9601,Jerrod Niemann,0.639,0.846,9,-6.184,0,0.0439,0.0325,0.0,0.116,0.475,115.965,224813,4,37.9814,7,1
8740,Eric Church,0.693,0.335,0,-10.863,1,0.0395,0.338,0.000552,0.118,0.623,136.071,198907,4,33.57707,10,1
397,SHeDAISY,0.675,0.837,2,-5.105,1,0.0354,0.103,0.0,0.123,0.888,112.53,219973,4,48.86585,9,1
11537,Kizz Daniel,0.788,0.458,5,-7.294,0,0.185,0.448,0.0,0.126,0.803,97.886,237552,4,59.48059,13,0
710,Brooks & Dunn,0.574,0.949,5,-2.799,1,0.0383,0.00881,3.82e-05,0.277,0.755,114.271,208933,4,19.52347,12,1
8349,NAV Featuring Lil Uzi Vert,0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93,228387,4,29.00325,12,1
10737,JAY-Z,0.741,0.718,7,-5.823,1,0.415,0.283,2.21e-06,0.23,0.576,165.848,231760,4,45.95149,11,1
5206,Fergie,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4,46.31786,14,1
3306,Anthony Hamilton,0.65,0.501,10,-6.905,1,0.0963,0.582,0.0,0.112,0.374,127.984,232533,4,53.27294,10,1
1082,Vineeth Sreenivasan,0.766,0.518,9,-8.087,1,0.138,0.486,2.16e-06,0.319,0.597,90.009,335347,4,26.69687,13,0
2873,Darryl Worley,0.554,0.474,4,-7.843,1,0.025,0.155,1.67e-05,0.0859,0.41,139.832,242927,4,28.75773,11,1
2040,Ruben Studdard,0.498,0.493,8,-7.748,1,0.0369,0.75,0.0,0.115,0.222,146.049,226133,4,66.56589,8,1
8674,Blue Sky Black Death,0.534,0.389,0,-12.524,1,0.0274,0.261,0.757,0.0949,0.139,85.49,250267,4,45.82162,10,0
11859,Kuselofte,0.827,0.665,7,-5.958,1,0.098,0.0393,0.0,0.164,0.586,100.06,159150,4,24.45675,9,0
7731,Kenny Chesney,0.712,0.726,7,-7.346,1,0.0248,0.0284,4.48e-05,0.104,0.558,111.069,362813,4,35.88028,16,1
9570,Jamie Foxx Featuring Justin Timberlake & T .I.,0.788,0.613,1,-8.539,0,0.25,0.00914,0.0,0.137,0.648,89.985,244347,4,66.15638,10,1
1389,Bo Bice,0.494,0.87,2,-4.33,1,0.0413,0.0707,2.98e-05,0.0798,0.504,146.882,201667,4,32.74505,7,1
2572,I Set My Friends On Fire,0.525,0.873,7,-4.601,0,0.14,0.0322,0.0,0.13,0.44,167.861,162947,4,30.56035,9,0
6202,Sergio Díaz De Rojas,0.463,0.0904,1,-25.123,0,0.0459,0.995,0.944,0.0929,0.122,119.337,108002,3,40.10662,6,0
10975,Ava Max,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4,31.15073,9,1
10105,Kimaera,0.469,0.715,9,-6.296,0,0.0507,0.0423,0.139,0.111,0.189,120.084,348485,4,22.76856,13,0
6483,Pasty Clan,0.49,0.934,6,-4.562,1,0.0914,0.000244,7.63e-05,0.079,0.625,105.066,243720,4,28.38618,10,0
7746,Cole Swindell,0.555,0.896,0,-3.295,1,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,4,28.68189,10,1
7206,Ayatollah,0.488,0.865,7,-7.54,1,0.1,0.000197,0.0286,0.361,0.551,178.2,259336,4,60.59152,11,0
8800,Three Drives On A Vinyl,0.705,0.938,1,-6.575,0,0.0505,0.0123,0.855,0.0663,0.849,131.786,236320,4,44.7376,10,0
3562,Tensnake,0.827,0.646,9,-6.498,1,0.0319,0.0104,0.7,0.112,0.613,127.978,324640,4,27.67006,9,0
10875,Migos,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4,28.71253,13,1
5888,KCamp Featuring 2 Chainz,0.769,0.611,8,-2.85,1,0.039,0.098,0.0,0.221,0.0901,144.037,243333,4,38.21223,12,1
12,Hot Rod Circuit,0.455,0.737,1,-6.206,1,0.0272,0.00114,0.000487,0.195,0.206,94.028,224053,4,62.77759,9,0
5168,After The Burial,0.325,0.958,6,-4.263,1,0.19,1.33e-05,0.143,0.0735,0.253,134.011,280733,4,86.65833,10,0
8570,Mr Eazi,0.683,0.688,9,-4.751,0,0.224,0.00659,5.5e-06,0.0947,0.41,105.999,153962,4,30.29521,8,0
2767,Kenny Rogers,0.538,0.457,10,-5.876,1,0.027,0.0846,2.76e-06,0.158,0.439,139.827,204653,4,28.67203,12,1
873,The Vandals,0.361,0.982,0,-2.01,1,0.275,0.0241,0.00035,0.33,0.36,145.736,135867,4,35.36464,6,0
3651,DMX,0.723,0.833,7,-4.879,1,0.15,0.123,0.0,0.272,0.616,82.741,287867,4,24.02537,12,1
1705,Bile,0.497,0.909,5,-11.786,0,0.0802,2.08e-05,0.578,0.68,0.125,139.915,292037,4,29.61614,10,0
3599,Nickelback,0.518,0.797,6,-5.153,1,0.0309,0.000696,0.0,0.107,0.293,132.915,238173,4,37.16623,9,1
4743,Ester Dean Featuring Chris Brown,0.723,0.714,11,-5.036,1,0.0537,0.0019,5.43e-05,0.0836,0.386,88.047,190533,4,26.10726,11,1
1097,Plain White T's,0.448,0.814,1,-4.601,0,0.0337,0.00145,0.0,0.104,0.523,161.93,224853,4,19.56344,11,1
627,Forlorn,0.423,0.954,4,-7.985,0,0.0786,0.00142,0.835,0.0627,0.0639,129.993,307801,3,24.86722,14,0
5691,Botch,0.222,0.92,11,-4.512,0,0.102,1.99e-05,0.865,0.335,0.184,74.811,311280,4,206.9273,5,0
12192,Spose,0.478,0.933,0,-5.814,1,0.353,0.54,0.0,0.923,0.442,98.949,179774,4,34.78117,6,1
9838,Khoma,0.454,0.628,2,-7.567,1,0.0298,0.000115,0.0248,0.102,0.269,114.993,234375,4,84.07184,6,0
1179,Liam Lynch,0.452,0.817,7,-2.27,1,0.273,0.00383,0.0,0.138,0.867,161.362,91227,4,45.74745,4,0
11873,Lorde,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,30.51199,11,1
6480,The Carters,0.698,0.783,2,-6.503,1,0.266,0.016,0.0,0.176,0.378,160.034,264853,4,37.31643,14,1
95,Basement Jaxx,0.577,0.936,5,-4.179,1,0.0915,0.0839,0.0,0.344,0.572,153.985,211547,4,25.54091,12,0
7247,Brett Eldredge,0.629,0.808,9,-4.125,1,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,179293,4,44.43642,7,1
2679,George Strait,0.586,0.762,11,-4.055,1,0.0263,0.253,0.0,0.109,0.59,114.067,247880,4,48.7601,8,1
899,Whitney Houston,0.676,0.878,11,-3.66,0,0.148,0.0587,0.0,0.509,0.533,105.014,213440,4,40.8453,8,1
11462,Lance Allen,0.598,0.157,0,-15.138,1,0.029,0.959,0.681,0.106,0.594,86.983,158965,4,25.20762,9,0
3892,Jimmy Eat World,0.39,0.965,0,-3.38,0,0.119,0.0181,0.0,0.583,0.195,168.006,181307,4,46.93105,6,1
650,Jon Kennedy,0.625,0.944,7,-10.45,1,0.0457,0.000268,0.368,0.142,0.637,135.033,217267,4,44.93304,11,0
1603,Digger Dance,0.732,0.601,6,-9.675,1,0.52,0.364,0.0,0.1,0.969,180.079,233253,4,23.11614,9,0
9791,Diddy - Dirty Money Featuring T.I.,0.736,0.869,2,-4.914,1,0.25,0.0726,0.0,0.314,0.545,103.958,217267,4,41.54928,9,1
2246,NB Ridaz Featuring Gemini,0.861,0.519,2,-6.404,1,0.112,0.136,0.0,0.123,0.519,81.966,254533,4,50.0359,11,1
149,John Rutter,0.19,0.0237,5,-29.269,0,0.0397,0.991,0.0387,0.104,0.14,103.604,182400,3,20.01717,10,0
7353,Kendrick Lamar Featuring Drake,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,300160,4,21.70675,11,1
4180,Keith Anderson,0.562,0.757,1,-3.945,1,0.0253,0.277,0.0,0.0745,0.299,93.02,263027,4,17.478,14,1
10387,Afterlife,0.567,0.732,4,-10.341,0,0.0296,0.0175,0.0509,0.454,0.823,140.005,274293,4,84.76782,10,0
959,Sixpence None The Richer,0.498,0.789,10,-5.724,1,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280,4,29.92569,7,1
6887,Colbie Caillat,0.506,0.639,3,-5.222,1,0.0285,0.171,0.0,0.315,0.385,144.073,233200,4,43.45524,9,1
999,Madcon,0.731,0.718,4,-7.51,0,0.0672,0.0226,0.0,0.0518,0.428,129.053,216520,4,56.88443,6,1
5508,Amon Tobin,0.51,0.951,7,-9.367,1,0.277,0.0845,0.622,0.305,0.143,144.91,217227,4,20.87188,7,0
2409,Guy,0.798,0.703,10,-4.05,0,0.135,0.117,0.0,0.121,0.792,101.015,248627,4,37.33689,13,1
7196,Alexandre Desplat,0.438,0.227,10,-20.179,0,0.0361,0.901,0.357,0.112,0.0744,104.125,92600,4,37.50934,4,0
11738,Chon,0.311,0.833,2,-7.969,1,0.104,0.00995,0.833,0.0794,0.333,174.917,185342,4,111.45244,5,0
11054,Billie Eilish,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4,65.97065,7,1
1016,Pimp! Code,0.682,0.901,4,-9.53,1,0.038,0.000655,0.578,0.142,0.463,141.026,166907,4,20.89725,9,0
1430,Gulzar,0.495,0.385,2,-11.0,1,0.0322,0.256,0.0,0.302,0.288,148.219,337333,4,41.15854,11,0
651,Neyyattinkara Vasudevan,0.577,0.657,7,-8.13,1,0.113,0.42,0.00129,0.0859,0.298,152.517,1661120,4,15.79032,61,0
8778,Eminem Featuring Rihanna,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4,53.80375,10,1
5798,Blue Highway,0.747,0.552,8,-9.635,1,0.0309,0.603,0.00242,0.108,0.894,110.208,151120,4,40.42273,8,0
11923,Cass McCombs,0.321,0.705,11,-6.945,0,0.089,0.00196,0.000224,0.0974,0.287,168.351,246467,4,41.0852,11,0
11480,Bruno Mars,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4,47.40451,9,1
10871,Karmin,0.667,0.619,2,-4.933,1,0.151,0.126,0.0,0.101,0.427,169.865,198907,4,28.96195,9,1
1926,Scooter,0.563,0.924,11,-7.669,0,0.0486,0.000332,0.786,0.0855,0.371,141.975,225160,4,27.58184,11,0
4835,George Frideric Handel,0.387,0.0822,5,-18.631,1,0.0496,0.926,0.0,0.104,0.387,82.0,160520,3,31.81082,8,0
9371,DNCE,0.554,0.786,7,-5.837,1,0.132,0.122,0.0,0.468,0.823,104.957,231813,4,35.8741,9,1
9829,Myth Syzer,0.7,0.402,9,-9.052,0,0.0295,0.478,0.000537,0.149,0.395,119.976,222347,4,25.66545,10,0
11356,LMFAO,0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998,203973,4,16.86094,11,1
1321,Craig Morgan,0.699,0.837,2,-5.173,1,0.0428,0.103,0.0,0.231,0.348,95.493,228653,4,32.46022,12,1
4669,Nigel Eaton,0.37,0.388,7,-19.848,1,0.0506,0.642,0.149,0.129,0.0716,100.171,203853,3,79.87166,5,0
3087,Jagjit Singh,0.403,0.439,9,-15.154,0,0.0555,0.073,0.00069,0.0828,0.325,84.822,541347,4,31.80309,25,0
10472,Jason Aldean,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4,30.27863,8,1
378,Tim McGraw,0.599,0.733,0,-6.182,0,0.0299,0.327,0.0,0.091,0.798,147.305,316973,4,39.56064,15,1
