,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
6002,Frank Ocean,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4,52.38595,13,1
3140,Michael Praetorius,0.352,0.0185,0,-30.023,1,0.0523,0.995,0.919,0.113,0.609,80.617,128067,3,45.09639,6,0
7757,Kings Of Leon,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,45.76393,11,1
7747,Sade,0.775,0.572,0,-8.427,0,0.0632,0.0117,0.0291,0.0847,0.64,90.023,356653,4,26.77121,15,1
1403,Harry Belafonte,0.685,0.142,7,-16.313,1,0.0396,0.947,0.000146,0.119,0.629,112.753,175347,4,32.81591,9,0
7439,Post Malone Featuring Meek Mill & Lil Baby,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,218320,5,35.61546,13,1
2031,Iration,0.768,0.683,1,-7.826,0,0.0382,0.0422,4.77e-05,0.0854,0.964,140.3,234240,4,44.00941,11,0
8520,Casanovas,0.507,0.977,4,-2.765,1,0.0935,0.0127,0.0,0.469,0.849,75.037,172320,4,60.68875,6,0
936,Jessica Simpson,0.568,0.607,7,-6.006,1,0.0271,0.252,0.0,0.25,0.405,99.692,195347,4,50.09753,8,1
8209,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,49.79873,7,1
3176,Covenant,0.549,0.714,11,-9.668,0,0.0358,0.0391,0.263,0.171,0.42,128.012,351272,4,31.31162,14,0
4741,Sugar Ray,0.675,0.775,4,-5.772,1,0.0522,0.0387,0.0,0.383,0.933,99.945,217853,4,25.74307,11,1
10672,The Script Featuring will.i.am,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533,4,22.82421,10,1
3880,Gramatik,0.843,0.889,9,-4.385,0,0.135,0.0965,0.115,0.0389,0.556,106.938,256438,4,69.69301,9,0
6694,Drake,0.413,0.677,1,-5.12,1,0.255,0.0249,0.0,0.0793,0.0845,172.501,302173,4,31.31506,11,1
5643,Messer Chups,0.561,0.334,5,-9.387,1,0.238,0.787,0.161,0.146,0.312,172.146,203333,4,24.05124,8,0
1669,Jordin Sparks,0.467,0.56,6,-5.37,1,0.0287,0.199,0.0,0.0942,0.179,147.905,230627,4,46.20421,11,1
8278,Panic! At The Disco,0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,178600,4,26.93243,10,1
6817,A L E X,0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,182869,4,81.87351,5,0
5668,D12,0.75,0.851,9,-2.197,1,0.202,0.256,0.0,0.215,0.54,90.001,249533,4,34.20112,9,1
5493,BBMak,0.517,0.808,10,-4.519,1,0.0262,0.0769,0.0,0.298,0.52,85.052,230960,4,45.43976,8,1
8960,XXXTENTACION,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,45.0617,8,1
5685,Majesty,0.432,0.814,11,-6.062,0,0.0456,0.099,8.43e-06,0.171,0.231,84.978,279800,4,34.42061,10,0
2827,Wolfgang Rihm,0.181,0.03,5,-33.741,0,0.0465,0.987,0.116,0.15,0.0341,143.429,154933,4,35.73385,7,0
3397,Eminem,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840,4,27.13821,14,1
11816,for KING & COUNTRY,0.665,0.617,2,-5.944,1,0.0464,0.036,7.09e-05,0.126,0.149,103.994,215533,3,61.52087,9,0
605,Karthik,0.754,0.697,7,-8.942,0,0.0321,0.0767,0.000553,0.25,0.706,129.949,262956,4,50.9822,10,0
8850,C. Da Afro,0.919,0.817,11,-7.954,0,0.127,0.0646,0.666,0.26,0.889,118.003,366241,3,32.05014,12,0
6847,The Carter Family,0.714,0.344,10,-13.333,1,0.032,0.746,0.0,0.119,0.769,106.685,166413,4,40.55773,10,0
8117,Nightstop,0.518,0.825,2,-10.748,1,0.0343,0.000407,0.906,0.116,0.0608,110.986,267520,4,104.32566,7,0
2432,The All-American Rejects,0.415,0.913,7,-5.361,1,0.0482,0.000543,3.02e-05,0.284,0.427,164.289,208600,4,28.0197,6,1
11851,Nicki Minaj Featuring Lil Wayne,0.88,0.775,7,-5.133,1,0.0952,0.113,0.00264,0.0943,0.284,96.507,199400,4,60.66247,9,1
2347,Loudblast,0.54,0.912,1,-4.103,1,0.0547,3.08e-06,0.826,0.36,0.312,104.072,205347,4,61.05238,10,0
6077,The Avalanches,0.472,0.805,8,-5.793,1,0.086,0.0491,0.0162,0.337,0.512,94.922,252800,4,44.3173,13,0
10006,Drake,0.831,0.651,1,-8.363,1,0.437,0.0125,0.0,0.0809,0.502,120.064,224013,4,38.25493,11,1
11195,Thy Art Is Murder,0.195,0.995,11,-3.78,1,0.26,0.000395,0.000551,0.335,0.147,90.753,240240,3,36.51277,12,0
10883,6ix9ine Featuring Lil Baby,0.82,0.691,6,-6.646,0,0.0723,0.0115,0.0,0.344,0.683,142.027,135739,4,41.10343,8,1
3269,Incubus,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800,4,31.64206,12,1
11832,Meghan Trainor,0.827,0.658,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4,24.54159,9,1
7461,T.I. Featuring Keri Hilson,0.519,0.81,8,-5.629,1,0.179,0.0196,0.0,0.163,0.515,148.094,221013,4,43.25428,9,1
335,Busta Rhymes Featuring P. Diddy & Pharrell,0.775,0.897,9,-8.327,1,0.106,0.0234,4.19e-05,0.536,0.719,127.004,230507,4,30.28463,9,1
1287,Martina McBride,0.398,0.332,1,-9.106,1,0.0317,0.587,0.0,0.0846,0.191,121.531,349333,3,41.58854,12,1
3311,Avant Featuring KeKe Wyatt,0.643,0.368,11,-8.379,0,0.033,0.0237,1.35e-06,0.157,0.414,125.95,268516,4,30.43859,15,1
9647,Dub Inc.,0.717,0.631,0,-6.104,1,0.0841,0.0741,0.0,0.21,0.529,171.978,333613,4,42.80373,12,0
1033,John Michael Montgomery,0.644,0.626,0,-7.243,1,0.0258,0.367,5.78e-06,0.155,0.388,128.029,267533,4,55.71595,12,1
10812,Fireforce,0.376,0.971,0,-3.874,1,0.0587,4.25e-05,5.44e-05,0.0695,0.253,182.131,212107,4,16.45581,12,0
7562,Rishi Rich,0.855,0.849,11,-4.471,1,0.0548,0.275,0.0,0.0303,0.699,126.021,214286,4,31.22019,12,0
3063,Cor Veleno,0.724,0.918,6,-3.901,1,0.363,0.413,0.0,0.374,0.867,155.937,99240,4,28.29348,4,0
5832,Andrew Spencer & The Vamprockerz,0.695,0.999,1,-4.716,1,0.0662,0.00266,0.00039,0.325,0.442,138.031,231013,4,39.23957,9,0
9512,Mikkel Metal,0.478,0.198,11,-17.951,0,0.0305,0.893,0.897,0.112,0.166,85.995,293641,4,48.50116,13,0
2157,Winds of Plague,0.264,0.947,2,-4.116,1,0.111,6.23e-05,0.416,0.0401,0.0829,110.523,181733,3,91.51456,6,0
11107,Shakey Graves,0.479,0.838,5,-5.681,1,0.0381,0.00919,0.000379,0.0793,0.276,150.052,270136,4,27.07508,16,0
1264,Robbie Williams,0.437,0.586,4,-6.708,1,0.0274,0.151,3.13e-06,0.0996,0.252,150.14,265733,4,21.55258,11,1
2489,Vitamin C,0.583,0.637,0,-6.464,1,0.0459,0.00722,0.0419,0.177,0.315,80.004,340613,4,74.93726,10,1
9805,Lord Of Bass,0.751,0.886,10,-9.466,0,0.0501,0.0102,0.721,0.409,0.439,140.001,384000,4,47.59244,13,0
6409,Igorrr,0.605,0.867,5,-5.362,1,0.0847,0.0264,0.000182,0.877,0.377,105.049,186286,3,60.02898,7,0
6324,Nicky Jam,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,219507,4,16.72964,12,1
831,Yawning Man,0.496,0.656,11,-7.349,0,0.0384,0.00138,0.938,0.0554,0.504,115.504,321640,4,26.66693,12,0
3499,Trace Adkins,0.536,0.943,11,-5.317,0,0.108,0.399,2.27e-05,0.225,0.622,123.759,240093,4,47.88823,11,1
11095,Glee Cast,0.56,0.867,1,-4.801,1,0.0281,0.000273,4.25e-05,0.135,0.594,136.237,221067,4,33.35703,9,1
11758,Carolina Chocolate Drops,0.577,0.806,0,-6.521,1,0.0661,0.778,0.0,0.371,0.893,95.49,236600,4,44.84475,11,0
7674,Luke Combs,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,225253,4,28.7303,13,1
731,Lenny Kravitz,0.677,0.452,10,-6.468,1,0.0332,0.0736,0.0065,0.0969,0.595,72.78,259187,4,39.45712,10,1
6903,Ed Sheeran & Justin Bieber,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,18.72527,11,1
8636,Kumar Sanu,0.674,0.685,6,-8.631,0,0.0644,0.39,3.06e-05,0.0503,0.555,97.049,518362,4,31.29244,14,0
7526,Jana Kramer,0.612,0.369,2,-6.767,1,0.0253,0.621,0.0,0.103,0.309,83.004,198053,4,36.00739,10,1
3557,Joe,0.645,0.582,10,-5.325,1,0.0451,0.0453,1.56e-05,0.131,0.359,140.028,254840,4,29.72865,8,1
4627,Bowling For Soup,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,193000,4,34.92338,8,1
7170,Novo Amor,0.457,0.408,9,-11.474,1,0.0307,0.803,0.884,0.126,0.128,117.052,257533,4,84.01312,7,0
5164,Les Savy Fav,0.334,0.683,0,-9.139,1,0.0458,0.000568,0.201,0.142,0.498,148.331,204347,4,51.003,9,0
9149,Parmalee,0.434,0.75,10,-3.53,1,0.0293,0.0107,0.0,0.106,0.488,159.824,201347,4,34.78543,10,1
1517,Toby Keith,0.646,0.875,6,-3.786,1,0.0531,0.0142,0.0,0.347,0.586,123.052,238373,4,23.55906,13,1
7930,Lil Uzi Vert,0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4,27.47193,13,1
9412,Jake Owen,0.576,0.865,0,-3.288,1,0.0407,0.0343,5.32e-05,0.252,0.535,119.913,194173,4,17.21058,6,1
4717,The Carburetors,0.299,0.92,4,-3.944,0,0.088,0.00542,0.0,0.305,0.293,200.088,159973,4,34.40468,9,0
3049,McEnroe,0.528,0.475,10,-8.996,1,0.0296,0.0592,0.0129,0.111,0.486,108.967,303533,4,63.63285,24,0
1975,Timbaland Featuring The Fray & Esthero,0.646,0.649,2,-6.386,1,0.031,0.242,0.00597,0.118,0.591,109.987,261533,4,45.49047,8,1
4783,Parts & Labor,0.174,0.941,3,-3.798,0,0.0762,0.000513,0.975,0.183,0.451,127.933,54040,4,26.9472,4,0
4747,Lifelover,0.378,0.927,6,-2.171,0,0.044,6.37e-05,0.826,0.316,0.295,139.934,300000,4,84.33838,10,0
8008,Konane,0.497,0.477,3,-8.554,0,0.284,0.106,0.106,0.0883,0.376,77.464,184000,4,39.08025,10,0
1969,Mario,0.843,0.48,11,-7.031,0,0.143,0.0468,0.0,0.081,0.743,122.005,236000,4,45.81133,10,1
6910,Wolfgang Haffner,0.764,0.176,2,-13.185,1,0.0392,0.31,0.874,0.0869,0.165,114.031,299280,4,43.18819,12,0
5154,Elvis Presley vs JXL,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,211507,4,51.88069,10,1
8498,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4,48.16355,9,1
1103,Bullet For My Valentine,0.488,0.879,6,-3.505,0,0.0514,0.0303,0.0,0.288,0.483,94.003,225440,3,46.34267,8,0
1744,Angerfist,0.559,0.955,10,-6.885,0,0.408,0.00115,0.0188,0.603,0.464,172.918,310973,4,44.43884,16,0
12028,Julien Baker,0.598,0.3,6,-11.044,0,0.0264,0.732,0.502,0.0946,0.167,109.034,212467,4,78.65569,6,0
704,Oneida,0.131,0.949,9,-6.243,1,0.12,0.000824,0.476,0.142,0.148,187.127,230240,3,51.11584,9,0
6227,Cass McCombs,0.446,0.335,10,-12.842,1,0.0752,0.898,0.0163,0.162,0.203,118.705,382987,4,14.61347,16,0
4565,Vents,0.873,0.743,11,-7.209,1,0.227,0.0603,0.0,0.0477,0.868,99.722,247387,4,40.04877,9,0
12241,Brad Mehldau,0.389,0.127,7,-16.157,0,0.0392,0.99,0.958,0.111,0.0807,74.023,101387,1,36.44766,4,0
435,Josh Gracin,0.418,0.84,0,-2.622,1,0.041,0.21,1.38e-06,0.162,0.659,164.02,227307,4,20.60583,10,1
4659,Gorilla Zoe,0.814,0.713,1,-5.089,1,0.107,0.0162,0.0,0.123,0.145,174.264,200933,4,22.4175,10,1
8939,Maroon 5 Featuring Wiz Khalifa,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4,54.19415,8,1
7025,Hiphop Tamizha,0.523,0.947,7,-2.6,1,0.258,0.163,0.0,0.451,0.653,190.013,237552,4,15.63366,12,0
8014,Tinashe Featuring ScHoolboy Q,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,227000,4,53.90187,11,1
7327,Trevor Daniel,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,159382,4,34.49592,10,1
2362,Aaron Tippin,0.765,0.706,6,-5.477,0,0.026,0.047,4.25e-06,0.36,0.669,116.021,173760,4,18.74487,10,1
286,Shakira Featuring Alejandro Sanz,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4,19.72847,13,1
4227,Suspect Device,0.408,0.965,4,-4.584,1,0.0618,0.00189,0.0,0.133,0.551,131.738,185200,4,33.62644,11,0
6452,Arijit Singh,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,261974,4,28.37869,12,0
4089,The Budos Band,0.674,0.607,1,-7.76,1,0.057,0.0124,0.87,0.147,0.712,77.845,160600,4,33.63225,7,0
4414,Cannibal Corpse,0.297,0.973,1,-4.505,1,0.151,0.00146,0.918,0.139,0.234,102.757,170520,4,28.69546,9,0
5574,Sui Generis,0.457,0.516,0,-9.805,1,0.0299,0.624,0.000426,0.114,0.495,131.122,215893,4,51.57005,9,0
10917,Eat Your Heart Out,0.549,0.972,1,-4.104,0,0.0565,0.000188,6.53e-06,0.243,0.624,95.012,236333,4,21.03334,12,0
7872,Josh Kelley,0.612,0.737,6,-5.051,1,0.033,0.048,0.0,0.191,0.512,106.871,183760,4,39.60919,9,1
2511,Phaeleh,0.432,0.415,9,-13.992,1,0.207,0.000521,0.877,0.325,0.112,138.339,308000,4,29.99406,11,0
11080,Lady Antebellum,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,326107,4,35.39281,18,1
1731,Adam Lambert,0.533,0.83,7,-5.416,1,0.038,0.379,0.0,0.953,0.156,114.126,174373,4,21.37845,5,1
5522,T-Pain Featuring Ludacris,0.558,0.604,7,-7.892,0,0.0529,0.0181,0.0,0.503,0.323,120.159,261227,4,31.01161,12,1
3994,Seether,0.533,0.83,1,-3.092,1,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,203893,4,36.66597,13,1
5063,Half the World,0.555,0.86,3,-5.93,0,0.0795,0.000791,0.0011,0.362,0.963,75.969,42721,4,0.0,2,0
7765,Pardison Fontaine Featuring Cardi B,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,190466,4,37.94084,10,1
5046,Chris Cagle,0.526,0.569,1,-5.786,1,0.0259,0.185,0.0,0.0812,0.357,147.87,234653,4,67.90412,9,1
3435,Beatnik Turtle,0.464,0.929,0,-7.18,1,0.0885,0.237,0.0,0.196,0.473,142.257,137880,4,62.62804,6,0
4533,Nausea,0.356,0.982,11,-5.775,0,0.087,1.16e-05,0.91,0.764,0.288,128.172,150653,4,80.42683,6,0
4581,Casey Hogan,0.792,0.788,3,-12.367,0,0.0538,1.42e-05,0.869,0.0518,0.962,129.967,357294,4,43.38817,9,0
7498,Florence + The Machine,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4,105.43187,7,1
362,Squarepusher,0.347,0.143,1,-16.349,1,0.0336,0.949,0.921,0.094,0.0396,90.091,79173,4,17.4163,3,0
4272,Chevreuil,0.445,0.596,4,-9.314,0,0.0471,0.0264,0.482,0.121,0.411,102.082,354373,3,40.21391,11,0
2626,Harry Belafonte,0.619,0.184,7,-12.425,0,0.089,0.872,0.0,0.954,0.393,108.733,228653,4,44.03577,5,0
10705,Jerrod Niemann,0.651,0.773,7,-6.97,1,0.0366,0.318,0.0,0.27,0.69,83.995,194573,4,37.11004,9,1
289,Muro,0.539,0.827,7,-8.409,1,0.0411,6.56e-05,0.00744,0.0946,0.476,114.993,263533,4,39.05829,10,0
8102,Keith Urban,0.625,0.825,7,-5.758,1,0.0481,0.0621,0.0,0.0753,0.341,100.004,233827,4,47.13331,9,1
60,Kenny Chesney,0.689,0.907,9,-5.587,1,0.037,0.0254,0.000732,0.138,0.912,116.968,211893,4,41.28787,10,1
11098,Paramore,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,23.19282,10,1
12197,Lil Wayne,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.075,194184,4,29.21098,10,1
6460,Banda Los Recoditos,0.742,0.4,8,-5.754,1,0.0357,0.334,1.56e-05,0.105,0.705,125.854,166773,4,49.16851,6,0
4392,The Veer Union,0.351,0.826,1,-6.726,0,0.0392,6.07e-05,0.0313,0.0879,0.324,167.808,177240,3,43.83149,6,0
12117,RŮDE,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,205766,4,83.20774,7,0
9562,Rhiannon Bannenberg,0.197,0.0473,8,-29.125,0,0.0441,0.992,0.861,0.0878,0.127,123.367,96500,3,42.60198,6,0
3273,Method Man & Redman,0.775,0.837,10,-4.965,0,0.39,0.0383,0.0,0.315,0.807,95.86,244600,4,34.09342,10,1
5330,Elbow,0.523,0.764,2,-5.069,0,0.027,0.417,2.96e-06,0.566,0.629,91.975,219453,4,53.05022,7,0
7915,Gucci Mane,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,246013,4,25.59049,11,1
1758,Creed,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,4,60.21001,9,1
8432,Miranda Lambert,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,177773,4,64.61373,6,1
2685,Mike Jones,0.65,0.753,2,-4.745,0,0.0632,0.324,0.0,0.307,0.616,82.478,221933,4,59.33572,9,1
7116,36,0.172,0.148,10,-18.667,1,0.0394,0.908,0.763,0.0834,0.038,123.948,412891,3,21.75482,27,0
8064,Lee Brice,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,41.35884,10,1
9123,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,252307,4,30.37448,15,1
9564,Craft,0.187,0.879,6,-5.76,0,0.0583,2.97e-06,0.739,0.254,0.417,130.095,339894,4,40.25402,14,0
7228,Lady Gaga,0.518,0.709,2,-5.234,1,0.0476,0.075,0.0,0.0935,0.514,127.083,307347,4,22.36687,15,1
1183,Uppermost,0.794,0.684,11,-7.466,0,0.209,0.0452,0.875,0.636,0.257,128.002,465189,4,60.1565,16,0
8234,Kenny Chesney,0.559,0.795,7,-6.255,1,0.052,0.0787,4.83e-06,0.102,0.553,160.039,225427,4,24.34276,11,1
10077,Adele,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4,43.11703,8,1
10729,George Strait,0.707,0.867,4,-5.418,1,0.0339,0.221,0.00039,0.268,0.649,110.996,228893,4,44.57406,11,1
4972,Sheryl Crow,0.555,0.893,0,-3.521,1,0.0952,0.0505,0.0,0.0688,0.762,169.966,205733,4,30.10401,10,1
2368,Whitney Houston,0.175,0.642,8,-6.93,1,0.0447,0.633,0.0306,0.94,0.492,88.876,134920,4,27.88468,5,1
11996,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,46.06136,9,1
10238,Mitchell Tenpenny,0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,211768,4,32.95571,11,1
9913,Regina Mira,0.493,0.01,10,-26.589,1,0.0484,0.996,0.962,0.115,0.349,69.47,108770,3,38.18526,4,0
8518,Synthetic Breed,0.461,0.912,5,-4.253,1,0.051,4.07e-05,0.832,0.328,0.0482,130.024,362787,4,41.333,14,0
6977,Fred Mollin,0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,90027,4,37.28531,5,0
3732,of Montreal,0.527,0.861,8,-6.554,0,0.0432,0.00611,0.784,0.113,0.875,136.989,265573,4,29.70212,14,0
10289,Réka Ioescu,0.309,0.0257,0,-21.046,1,0.0373,0.98,0.901,0.0983,0.0708,129.735,298431,4,41.28359,11,0
8348,Luke Bryan,0.608,0.928,6,-2.724,0,0.0883,0.133,0.0,0.103,0.738,130.012,177306,4,37.46902,5,1
6284,Kenny Chesney,0.602,0.944,10,-4.238,1,0.0427,0.0308,0.00256,0.436,0.797,106.958,239813,4,18.21328,10,1
2359,Chico Mario,0.62,0.835,9,-8.264,0,0.225,0.302,0.0,0.12,0.884,200.103,257013,4,50.64605,9,0
331,Maroon 5 Featuring Rihanna,0.745,0.867,1,-2.446,1,0.0374,0.017,0.0,0.281,0.936,106.006,201000,4,20.84027,13,1
3526,Tycho,0.592,0.579,0,-9.783,1,0.0309,0.132,0.797,0.0953,0.353,117.01,280853,4,72.70627,10,0
10782,Hiphop Tamizha,0.651,0.941,10,-3.542,1,0.147,0.277,2.22e-06,0.163,0.555,89.993,181962,4,56.18468,8,0
9572,Ace Hood Featuring Future & Rick Ross,0.6,0.592,1,-4.947,1,0.0545,0.0191,0.0,0.0955,0.0663,130.205,269267,4,27.54257,11,1
1110,Avantasia,0.381,0.976,4,-4.901,1,0.0857,2.36e-05,0.000886,0.217,0.373,156.676,360360,4,29.07042,15,0
9457,Testament,0.2,0.956,8,-8.521,1,0.0967,7.85e-06,0.431,0.942,0.0761,100.392,407373,4,88.76415,11,0
8271,Greensky Bluegrass,0.599,0.755,4,-4.608,1,0.0253,0.317,0.00244,0.11,0.401,110.885,189773,4,36.75464,9,0
4523,Lumidee Featuring Tony Sunshine,0.4,0.646,9,-8.066,0,0.259,0.0871,0.0,0.126,0.267,208.078,257533,4,29.43134,15,1
10633,G-Space,0.86,0.516,9,-7.52,0,0.288,0.343,0.833,0.239,0.236,127.902,605625,4,28.91892,31,0
11087,Chris Brown,0.741,0.58,0,-7.741,1,0.378,0.153,0.0,0.109,0.428,97.092,220964,4,26.59005,8,1
6333,Noah Cyrus Featuring Labrinth,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,242081,4,35.4352,13,1
3330,Loon Featuring Kelis,0.895,0.827,8,-4.465,1,0.0598,0.343,0.000951,0.0435,0.899,101.2,265560,4,26.995,13,1
8279,Justin Timberlake,0.793,0.554,11,-6.624,0,0.0451,0.00695,0.0,0.127,0.225,119.993,225600,4,20.58736,14,1
11214,Rihanna Featuring Calvin Harris,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4,23.15281,12,1
554,DeVotchKa,0.192,0.352,7,-8.045,0,0.0368,0.41,8.16e-06,0.34,0.387,70.877,186573,4,21.00606,7,0
7053,Cabaret Nocturne,0.724,0.786,7,-9.393,1,0.0483,0.0138,0.85,0.111,0.0382,109.996,424500,4,18.18933,14,0
12133,"benny blanco, Halsey & Khalid",0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4,34.91598,8,1
9775,Future & Young Thug Featuring Offset,0.86,0.561,6,-5.757,0,0.185,0.274,0.0,0.108,0.354,152.984,189480,4,76.91833,7,1
4103,World / Inferno Friendship Society,0.711,0.504,11,-6.544,0,0.0378,0.00122,0.107,0.191,0.101,108.038,214413,4,53.89954,8,0
9770,This Century,0.558,0.756,2,-5.286,1,0.04,0.0551,0.0,0.199,0.65,172.284,203387,4,38.8709,8,0
492,Dizzy Gillespie,0.567,0.214,10,-18.469,0,0.129,0.174,0.0,0.0797,0.639,137.01,178400,4,40.04615,8,0
1718,Blake Shelton,0.513,0.546,5,-5.703,1,0.0282,0.0181,0.0,0.122,0.245,141.876,246560,4,34.70648,11,1
10693,David Guetta Featuring Ne-Yo & Akon,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,201000,4,61.58179,7,1
11006,Deathening,0.544,0.985,1,-6.947,0,0.163,0.000569,0.425,0.0778,0.04,116.485,148265,4,70.85126,4,0
5712,YoungBloodZ Featuring Lil Jon,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,298600,4,28.1825,15,1
2343,Tim Hecker,0.218,0.38,10,-16.971,0,0.0773,0.793,0.941,0.0876,0.0386,80.686,334987,4,32.83317,15,0
11723,Avantasia,0.228,0.955,11,-5.447,0,0.102,0.00231,0.000348,0.959,0.123,95.796,713178,4,23.02292,28,0
158,Plastilina Mosh,0.713,0.907,6,-4.132,0,0.0336,0.000468,0.00524,0.0846,0.739,135.055,216600,4,28.53523,9,0
8623,Kanye West,0.579,0.59,1,-4.322,1,0.0708,0.166,1.09e-05,0.096,0.361,150.189,256093,4,46.06473,9,1
940,Satan's Pilgrims,0.474,0.777,4,-6.946,1,0.0361,0.139,0.833,0.0969,0.448,133.13,280253,4,20.25595,9,0
4726,The Early November,0.515,0.297,11,-11.781,1,0.0354,0.85,0.825,0.106,0.448,87.098,319000,4,88.80981,9,0
11002,Colbie Caillat,0.656,0.877,9,-5.656,1,0.0329,0.22,0.0,0.0785,0.958,144.871,173360,4,27.69561,8,1
11253,Georgia Anne Muldrow,0.835,0.799,9,-6.882,0,0.0527,7.19e-05,0.576,0.0758,0.932,90.027,271141,4,46.8282,10,0
3296,Sleater-Kinney,0.458,0.883,1,-3.88,0,0.0293,0.00868,0.000141,0.175,0.714,99.165,286933,4,46.96382,14,0
10385,Iyaz,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4,22.9966,10,1
4776,Bradley Joseph,0.449,0.168,7,-18.665,1,0.0522,0.99,0.867,0.103,0.17,120.741,292520,4,24.67921,14,0
3504,Pritam,0.738,0.799,0,-6.663,1,0.0334,0.319,4.89e-06,0.31,0.794,123.011,343787,4,22.46194,16,0
3986,The New Mastersounds,0.59,0.74,0,-7.457,1,0.0292,0.581,0.74,0.179,0.836,88.183,351787,4,23.33212,19,0
10073,Juice WRLD,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4,30.05387,9,1
2689,Graveland,0.186,0.953,4,-12.039,0,0.0772,2.7e-05,0.402,0.0682,0.147,129.815,458987,4,61.40955,17,0
7633,A Traitor Like Judas,0.333,0.931,7,-5.102,1,0.0632,7.08e-06,0.0825,0.478,0.241,181.993,249827,4,65.55324,12,0
2401,504 Boyz,0.853,0.709,7,-5.607,1,0.283,0.00276,0.0,0.353,0.315,170.044,215507,4,23.98712,12,1
1791,Jimmy Wayne,0.364,0.45,2,-4.905,1,0.0288,0.382,0.0,0.122,0.198,73.279,247373,4,42.69946,11,1
